seq_name	chromosome_score	plasmid_score	virus_score
k141_137739	0.8416	0.1187	0.0397
k141_415648	0.8923	0.0863	0.0215
k141_558887	0.7267	0.1350	0.1383
k141_137740	0.2259	0.1316	0.6425
k141_68721	0.7350	0.1516	0.1134
k141_415649	0.5239	0.2621	0.2140
k141_558888	0.1351	0.7152	0.1497
k141_348298	0.9125	0.0677	0.0197
k141_137741	0.9633	0.0258	0.0109
k141_348299	0.6877	0.1465	0.1658
k141_278983	0.9505	0.0345	0.0149
k141_558891	0.1494	0.5089	0.3417
k141_487610	0.6979	0.2384	0.0638
k141_137743	0.6326	0.2378	0.1296
k141_278984	0.0362	0.8477	0.1161
k141_348301	0.7837	0.1218	0.0945
k141_487611	0.9637	0.0252	0.0111
k141_558894	0.3440	0.4801	0.1758
k141_487612	0.1438	0.5118	0.3444
k141_68722	0.2097	0.0746	0.7157
k141_137748	0.1563	0.6425	0.2012
k141_68723	0.4884	0.4670	0.0446
k141_415661	0.7203	0.2104	0.0693
k141_487618	0.4384	0.3227	0.2389
k141_68726	0.3099	0.4512	0.2388
k141_415664	0.9628	0.0304	0.0068
k141_487619	0.6967	0.1866	0.1167
k141_278995	0.4935	0.2346	0.2719
k141_558902	0.8937	0.0797	0.0266
k141_137755	0.1205	0.1111	0.7684
k141_348313	0.9193	0.0580	0.0227
k141_68727	0.1357	0.3364	0.5279
k141_137756	0.9639	0.0259	0.0102
k141_415666	0.9290	0.0545	0.0164
k141_487624	0.9369	0.0479	0.0151
k141_278997	0.8444	0.1303	0.0252
k141_558908	0.7804	0.1530	0.0666
k141_415669	0.1322	0.5465	0.3213
k141_348316	0.0226	0.0837	0.8938
k141_68731	0.6418	0.1590	0.1992
k141_348317	0.3131	0.1309	0.5560
k141_415672	0.4608	0.3080	0.2312
k141_558914	0.7931	0.1411	0.0658
k141_68732	0.7955	0.1078	0.0967
k141_348319	0.7780	0.1345	0.0875
k141_348320	0.2073	0.4191	0.3736
k141_68734	0.1559	0.4759	0.3682
k141_415675	0.0861	0.1521	0.7619
k141_558916	0.6656	0.2110	0.1234
k141_487637	0.8393	0.1230	0.0377
k141_68739	0.8354	0.1037	0.0609
k141_279010	0.7740	0.1670	0.0589
k141_415676	0.8738	0.0983	0.0279
k141_348325	0.9754	0.0186	0.0060
k141_487641	0.6566	0.2230	0.1204
k141_279012	0.7168	0.1358	0.1474
k141_415677	0.9118	0.0693	0.0189
k141_558925	0.9366	0.0435	0.0198
k141_348332	0.1164	0.0736	0.8100
k141_415678	0.7152	0.2490	0.0358
k141_68747	0.3079	0.4994	0.1927
k141_137760	0.9699	0.0214	0.0088
k141_487648	0.9247	0.0473	0.0280
k141_415682	0.5524	0.2003	0.2474
k141_68749	0.4456	0.3933	0.1611
k141_348336	0.5540	0.3232	0.1228
k141_137763	0.8795	0.0945	0.0261
k141_279013	0.8506	0.1191	0.0304
k141_415685	0.9776	0.0156	0.0067
k141_137766	0.8791	0.0799	0.0410
k141_558938	0.9490	0.0374	0.0136
k141_487649	0.9502	0.0368	0.0130
k141_348346	0.6943	0.1611	0.1446
k141_487650	0.0180	0.0524	0.9296
k141_68750	0.0911	0.4997	0.4092
k141_137773	0.6759	0.1579	0.1662
k141_279022	0.5820	0.2248	0.1933
k141_487652	0.0611	0.1036	0.8353
k141_68754	0.8826	0.0737	0.0437
k141_137775	0.0597	0.1221	0.8182
k141_348347	0.9632	0.0262	0.0106
k141_137776	0.9451	0.0393	0.0156
k141_487657	0.1918	0.4238	0.3844
k141_68758	0.8143	0.1106	0.0750
k141_137777	0.0574	0.1043	0.8383
k141_558951	0.9715	0.0203	0.0082
k141_415704	0.9230	0.0558	0.0212
k141_279023	0.9413	0.0435	0.0152
k141_137778	0.7531	0.1271	0.1198
k141_415706	0.1698	0.6672	0.1630
k141_137779	0.9826	0.0127	0.0047
k141_348349	0.8509	0.1103	0.0389
k141_68767	0.0225	0.0342	0.9433
k141_68768	0.4187	0.4392	0.1420
k141_415712	0.0087	0.0154	0.9758
k141_348354	0.9012	0.0754	0.0234
k141_279043	0.9079	0.0729	0.0192
k141_348356	0.6677	0.2061	0.1263
k141_68769	0.8358	0.1335	0.0306
k141_558975	0.8839	0.1047	0.0113
k141_415717	0.2338	0.3989	0.3673
k141_279046	0.6125	0.3585	0.0290
k141_348361	0.7392	0.1352	0.1256
k141_415721	0.7527	0.1892	0.0581
k141_348362	0.3216	0.4098	0.2686
k141_279047	0.0133	0.0151	0.9716
k141_137780	0.9765	0.0162	0.0073
k141_558979	0.0366	0.0222	0.9412
k141_279048	0.7920	0.1075	0.1005
k141_348367	0.9336	0.0464	0.0201
k141_415723	0.0245	0.0351	0.9404
k141_558983	0.1811	0.2727	0.5462
k141_137784	0.2277	0.1822	0.5901
k141_415724	0.4220	0.2066	0.3714
k141_137785	0.8939	0.0854	0.0206
k141_279049	0.9811	0.0136	0.0052
k141_348371	0.0647	0.0339	0.9013
k141_68771	0.5780	0.1939	0.2280
k141_137786	0.3988	0.3262	0.2750
k141_415728	0.3188	0.5635	0.1177
k141_279051	0.7355	0.2232	0.0413
k141_68774	0.1023	0.1651	0.7326
k141_137789	0.5008	0.3716	0.1276
k141_415730	0.2143	0.4326	0.3531
k141_415731	0.8439	0.1131	0.0430
k141_137792	0.9531	0.0401	0.0068
k141_279059	0.6018	0.2735	0.1247
k141_68780	0.0156	0.0967	0.8877
k141_68783	0.9170	0.0697	0.0133
k141_137799	0.7231	0.1688	0.1081
k141_415739	0.0903	0.1459	0.7638
k141_279060	0.9508	0.0355	0.0137
k141_137800	0.6614	0.1825	0.1561
k141_415741	0.8868	0.0836	0.0295
k141_415743	0.7352	0.1825	0.0824
k141_68791	0.6482	0.2259	0.1259
k141_137804	0.9436	0.0446	0.0118
k141_415747	0.0212	0.0357	0.9431
k141_137807	0.6348	0.1948	0.1704
k141_558991	0.9623	0.0262	0.0115
k141_279071	0.9564	0.0309	0.0127
k141_279072	0.2345	0.5705	0.1950
k141_558995	0.2112	0.1191	0.6696
k141_137808	0.3526	0.2304	0.4170
k141_415759	0.4316	0.4996	0.0687
k141_137811	0.0957	0.2170	0.6873
k141_68793	0.2887	0.6144	0.0969
k141_279073	0.0106	0.0179	0.9715
k141_279074	0.1681	0.6858	0.1461
k141_415764	0.0240	0.0371	0.9389
k141_68797	0.9539	0.0341	0.0120
k141_279077	0.3094	0.5430	0.1476
k141_137820	0.9673	0.0233	0.0095
k141_68799	0.7809	0.1070	0.1121
k141_559006	0.6582	0.1696	0.1722
k141_415770	0.2114	0.6200	0.1685
k141_348377	0.9070	0.0696	0.0234
k141_279080	0.7071	0.2121	0.0808
k141_68802	0.7562	0.1282	0.1156
k141_279081	0.8831	0.0915	0.0254
k141_137826	0.6860	0.1814	0.1326
k141_348379	0.2883	0.4732	0.2385
k141_137827	0.2249	0.4954	0.2797
k141_559011	0.6566	0.2630	0.0805
k141_348382	0.8709	0.0961	0.0330
k141_137828	0.9143	0.0730	0.0127
k141_415780	0.9251	0.0566	0.0183
k141_559015	0.4441	0.2417	0.3142
k141_68810	0.8210	0.1016	0.0774
k141_279083	0.5148	0.0693	0.4159
k141_348383	0.0029	0.9897	0.0074
k141_137831	0.1083	0.7096	0.1821
k141_559019	0.5612	0.3258	0.1131
k141_279088	0.9628	0.0291	0.0081
k141_559021	0.4103	0.3554	0.2343
k141_348386	0.3511	0.4092	0.2397
k141_68811	0.9744	0.0180	0.0077
k141_559022	0.3539	0.5266	0.1195
k141_68812	0.0597	0.0420	0.8983
k141_348389	0.1733	0.6113	0.2154
k141_137835	0.9150	0.0677	0.0173
k141_559025	0.7679	0.1054	0.1267
k141_487658	0.9722	0.0196	0.0082
k141_279092	0.9688	0.0222	0.0090
k141_68814	0.0974	0.2154	0.6871
k141_559026	0.1245	0.0904	0.7851
k141_68816	0.6402	0.2732	0.0866
k141_348393	0.7383	0.2290	0.0326
k141_68817	0.1990	0.3351	0.4659
k141_415781	0.8556	0.1053	0.0390
k141_487660	0.7190	0.1764	0.1046
k141_279103	0.9832	0.0121	0.0046
k141_559028	0.8110	0.0971	0.0918
k141_348396	0.6788	0.2083	0.1128
k141_487665	0.1307	0.5870	0.2823
k141_279105	0.6744	0.1846	0.1411
k141_137853	0.3669	0.4126	0.2205
k141_415782	0.7751	0.1997	0.0252
k141_559030	0.7681	0.1040	0.1279
k141_348399	0.9362	0.0457	0.0181
k141_279106	0.3432	0.3414	0.3154
k141_415783	0.1028	0.0955	0.8017
k141_68820	0.9694	0.0218	0.0088
k141_137855	0.7588	0.1760	0.0653
k141_415784	0.1493	0.1021	0.7485
k141_348401	0.6774	0.1682	0.1544
k141_559037	0.5191	0.2158	0.2651
k141_487671	0.6234	0.1532	0.2234
k141_68822	0.2836	0.2122	0.5043
k141_279107	0.9739	0.0189	0.0072
k141_348402	0.5675	0.2902	0.1423
k141_137857	0.1673	0.3125	0.5202
k141_348404	0.1822	0.1706	0.6471
k141_68829	0.0382	0.9164	0.0454
k141_279117	0.5234	0.2508	0.2257
k141_68833	0.6776	0.2064	0.1161
k141_137864	0.9094	0.0768	0.0139
k141_348413	0.2192	0.4924	0.2884
k141_68841	0.8257	0.1062	0.0681
k141_279126	0.0776	0.5608	0.3616
k141_137865	0.0090	0.0171	0.9739
k141_68842	0.3321	0.2880	0.3799
k141_487672	0.6932	0.2555	0.0513
k141_348415	0.7921	0.1326	0.0754
k141_279128	0.9642	0.0269	0.0089
k141_415785	0.1216	0.4280	0.4504
k141_487673	0.5069	0.3332	0.1599
k141_68843	0.3490	0.2816	0.3694
k141_279129	0.8679	0.1101	0.0220
k141_279130	0.4626	0.1570	0.3805
k141_415786	0.0676	0.0770	0.8554
k141_68848	0.9519	0.0342	0.0139
k141_279133	0.6666	0.1981	0.1353
k141_415792	0.5448	0.3007	0.1545
k141_348422	0.8169	0.1553	0.0279
k141_137867	0.2493	0.6719	0.0788
k141_487684	0.7709	0.1300	0.0991
k141_415794	0.3721	0.2165	0.4114
k141_137869	0.5031	0.1640	0.3328
k141_559038	0.9713	0.0204	0.0083
k141_348427	0.0962	0.1180	0.7858
k141_137870	0.0181	0.1133	0.8687
k141_487691	0.7208	0.1831	0.0961
k141_559039	0.7293	0.1302	0.1404
k141_559040	0.4702	0.1663	0.3636
k141_415795	0.0994	0.7424	0.1582
k141_137881	0.4640	0.3181	0.2179
k141_68856	0.9566	0.0311	0.0123
k141_348439	0.3715	0.3585	0.2700
k141_415798	0.6766	0.1667	0.1566
k141_559050	0.6958	0.2212	0.0830
k141_487701	0.6386	0.1555	0.2060
k141_68857	0.4959	0.4527	0.0514
k141_137884	0.8184	0.1072	0.0744
k141_415799	0.9333	0.0522	0.0145
k141_348441	0.3557	0.3081	0.3363
k141_68861	0.7608	0.1464	0.0928
k141_137885	0.1334	0.6691	0.1976
k141_487709	0.1853	0.6420	0.1726
k141_348443	0.4326	0.2701	0.2972
k141_348444	0.5753	0.2605	0.1642
k141_487712	0.2180	0.5820	0.2000
k141_137887	0.8243	0.0960	0.0797
k141_137889	0.9001	0.0749	0.0250
k141_559065	0.8014	0.1565	0.0422
k141_487714	0.9261	0.0532	0.0206
k141_415808	0.9266	0.0547	0.0187
k141_137890	0.7293	0.2248	0.0460
k141_348450	0.9614	0.0307	0.0079
k141_559071	0.4895	0.3241	0.1864
k141_68869	0.9458	0.0435	0.0107
k141_487717	0.2828	0.5406	0.1766
k141_68870	0.9121	0.0651	0.0227
k141_137896	0.7321	0.1464	0.1215
k141_415809	0.0080	0.0127	0.9793
k141_68872	0.6774	0.2151	0.1076
k141_348456	0.0685	0.0496	0.8818
k141_487720	0.4877	0.4259	0.0864
k141_137898	0.2299	0.4240	0.3461
k141_487723	0.8195	0.1460	0.0345
k141_415810	0.6578	0.1589	0.1833
k141_68876	0.2409	0.1851	0.5740
k141_348463	0.5909	0.2073	0.2018
k141_487726	0.9177	0.0583	0.0241
k141_137902	0.0429	0.7726	0.1845
k141_415815	0.4826	0.4138	0.1036
k141_487729	0.2560	0.6018	0.1422
k141_137904	0.1743	0.2237	0.6019
k141_415818	0.8374	0.1118	0.0509
k141_68880	0.6870	0.2045	0.1086
k141_348469	0.7397	0.1342	0.1261
k141_68881	0.7273	0.1609	0.1118
k141_415826	0.2601	0.2610	0.4789
k141_348474	0.7505	0.1351	0.1144
k141_68886	0.5887	0.3003	0.1110
k141_559081	0.9571	0.0310	0.0119
k141_415834	0.7448	0.1362	0.1190
k141_68889	0.9240	0.0541	0.0219
k141_137905	0.8768	0.0829	0.0403
k141_487740	0.9004	0.0767	0.0229
k141_348481	0.8902	0.0868	0.0230
k141_559091	0.9194	0.0651	0.0155
k141_487744	0.0642	0.0279	0.9080
k141_559092	0.5662	0.1654	0.2683
k141_348483	0.0212	0.0307	0.9481
k141_137907	0.0141	0.0182	0.9677
k141_415840	0.8362	0.1144	0.0495
k141_68899	0.8723	0.1012	0.0265
k141_415842	0.2434	0.3111	0.4455
k141_487749	0.9612	0.0270	0.0118
k141_415845	0.2154	0.5017	0.2830
k141_68903	0.6034	0.2458	0.1508
k141_559101	0.7928	0.1469	0.0604
k141_348491	0.9638	0.0266	0.0096
k141_137915	0.9576	0.0358	0.0066
k141_68904	0.6979	0.1649	0.1373
k141_348492	0.2496	0.3608	0.3896
k141_487750	0.0702	0.7747	0.1552
k141_559104	0.6712	0.1935	0.1353
k141_68905	0.2969	0.4899	0.2132
k141_559105	0.0278	0.0538	0.9184
k141_137919	0.8896	0.0858	0.0247
k141_348493	0.0093	0.0205	0.9703
k141_487757	0.9599	0.0276	0.0124
k141_137923	0.7784	0.1451	0.0765
k141_68915	0.6128	0.2368	0.1504
k141_559112	0.9534	0.0368	0.0098
k141_348498	0.5884	0.2164	0.1953
k141_137927	0.6814	0.1941	0.1245
k141_559115	0.1850	0.2037	0.6113
k141_487758	0.5894	0.3386	0.0720
k141_348502	0.7771	0.1282	0.0947
k141_559116	0.6510	0.2543	0.0947
k141_559118	0.6632	0.2182	0.1186
k141_348503	0.9833	0.0124	0.0043
k141_279134	0.9635	0.0257	0.0108
k141_348504	0.9229	0.0489	0.0283
k141_137928	0.9448	0.0395	0.0158
k141_68931	0.5994	0.2729	0.1277
k141_559124	0.9207	0.0535	0.0258
k141_348505	0.1754	0.1784	0.6462
k141_68933	0.6628	0.2207	0.1166
k141_279140	0.3283	0.3166	0.3552
k141_348506	0.8279	0.1385	0.0336
k141_137936	0.9317	0.0534	0.0149
k141_559134	0.5798	0.3144	0.1058
k141_137940	0.2552	0.6424	0.1024
k141_415848	0.8728	0.0944	0.0328
k141_559137	0.6357	0.2294	0.1350
k141_68946	0.3736	0.3714	0.2550
k141_137945	0.1468	0.2904	0.5628
k141_68950	0.8352	0.1168	0.0479
k141_559143	0.4480	0.3724	0.1797
k141_137949	0.8328	0.1079	0.0593
k141_487759	0.9675	0.0226	0.0099
k141_137951	0.9266	0.0443	0.0291
k141_68952	0.1505	0.7564	0.0931
k141_279164	0.9684	0.0206	0.0110
k141_559145	0.0571	0.0652	0.8777
k141_415852	0.0129	0.0311	0.9560
k141_68954	0.9420	0.0418	0.0161
k141_559147	0.8892	0.0861	0.0247
k141_137957	0.1703	0.3302	0.4995
k141_279168	0.9748	0.0204	0.0048
k141_279169	0.6357	0.1975	0.1668
k141_487760	0.8912	0.0738	0.0350
k141_415855	0.8280	0.1031	0.0689
k141_559151	0.2535	0.3107	0.4357
k141_137963	0.9719	0.0205	0.0075
k141_68958	0.9454	0.0370	0.0176
k141_415856	0.6803	0.1683	0.1514
k141_279174	0.7758	0.1436	0.0806
k141_415858	0.6151	0.1915	0.1934
k141_68964	0.8626	0.1078	0.0296
k141_279175	0.8391	0.1404	0.0205
k141_68965	0.5450	0.2261	0.2289
k141_415863	0.2254	0.3126	0.4620
k141_487772	0.9383	0.0514	0.0103
k141_415864	0.9246	0.0475	0.0279
k141_137977	0.2799	0.1873	0.5328
k141_559153	0.3907	0.0735	0.5357
k141_279177	0.3744	0.5510	0.0747
k141_487773	0.9341	0.0484	0.0175
k141_137980	0.8218	0.1293	0.0489
k141_68974	0.2259	0.2722	0.5019
k141_559155	0.8408	0.1207	0.0385
k141_279180	0.7763	0.1014	0.1223
k141_487776	0.0472	0.0742	0.8785
k141_348507	0.9750	0.0172	0.0077
k141_137986	0.6338	0.2309	0.1353
k141_68976	0.0133	0.9732	0.0136
k141_559158	0.8763	0.0744	0.0493
k141_348510	0.8728	0.0801	0.0471
k141_487778	0.4654	0.3183	0.2164
k141_137991	0.0143	0.0312	0.9545
k141_487781	0.5467	0.1368	0.3165
k141_348513	0.2992	0.5621	0.1386
k141_137995	0.5986	0.2612	0.1402
k141_68978	0.8401	0.1247	0.0352
k141_487785	0.9223	0.0582	0.0195
k141_348524	0.3178	0.4730	0.2092
k141_279182	0.8953	0.0744	0.0302
k141_487794	0.0805	0.4982	0.4213
k141_68979	0.5041	0.2573	0.2386
k141_68980	0.2628	0.2658	0.4714
k141_279183	0.7845	0.1482	0.0673
k141_137998	0.3846	0.1620	0.4534
k141_487799	0.9505	0.0388	0.0107
k141_348526	0.9510	0.0395	0.0095
k141_279185	0.1833	0.6267	0.1900
k141_68982	0.7231	0.1831	0.0937
k141_138002	0.3883	0.3315	0.2802
k141_279186	0.8523	0.1183	0.0294
k141_138003	0.5152	0.2166	0.2682
k141_279190	0.5648	0.2882	0.1470
k141_138004	0.7014	0.1553	0.1433
k141_68983	0.7908	0.1227	0.0865
k141_348530	0.9746	0.0186	0.0068
k141_279191	0.1975	0.5435	0.2590
k141_138006	0.0562	0.2904	0.6534
k141_68987	0.8595	0.1214	0.0191
k141_487801	0.9724	0.0198	0.0078
k141_138007	0.6084	0.2970	0.0946
k141_348531	0.0197	0.2947	0.6856
k141_279199	0.4095	0.2541	0.3364
k141_138009	0.2221	0.6099	0.1680
k141_348535	0.5203	0.3288	0.1509
k141_68990	0.9057	0.0745	0.0199
k141_487804	0.1688	0.6672	0.1640
k141_348538	0.9311	0.0605	0.0084
k141_559160	0.0682	0.0449	0.8869
k141_138012	0.7892	0.1264	0.0844
k141_559162	0.7544	0.1205	0.1250
k141_138013	0.3801	0.5152	0.1047
k141_487807	0.2808	0.5298	0.1895
k141_279204	0.0068	0.0134	0.9798
k141_68994	0.5037	0.3174	0.1788
k141_138017	0.9002	0.0742	0.0257
k141_279206	0.5930	0.2846	0.1225
k141_487818	0.9594	0.0304	0.0102
k141_559166	0.8303	0.1112	0.0584
k141_68995	0.6628	0.2229	0.1143
k141_138022	0.6330	0.2705	0.0965
k141_487819	0.1412	0.5452	0.3136
k141_487820	0.6289	0.3343	0.0368
k141_279210	0.0790	0.6090	0.3120
k141_559169	0.8462	0.0991	0.0547
k141_348560	0.8668	0.0838	0.0494
k141_487824	0.1110	0.1138	0.7752
k141_279214	0.9285	0.0529	0.0186
k141_559172	0.9452	0.0397	0.0151
k141_279217	0.9424	0.0415	0.0161
k141_348566	0.6805	0.2062	0.1132
k141_487831	0.9120	0.0518	0.0362
k141_279220	0.6329	0.2290	0.1381
k141_348568	0.5084	0.1399	0.3517
k141_559178	0.1133	0.4837	0.4030
k141_487836	0.8434	0.1252	0.0314
k141_279225	0.4858	0.1937	0.3205
k141_348573	0.9598	0.0287	0.0115
k141_69001	0.9580	0.0294	0.0125
k141_348575	0.9084	0.0647	0.0270
k141_279229	0.0457	0.4638	0.4905
k141_138026	0.9771	0.0163	0.0066
k141_559190	0.8722	0.0715	0.0563
k141_69004	0.2651	0.2526	0.4822
k141_279231	0.9519	0.0363	0.0118
k141_138033	0.8786	0.0760	0.0454
k141_69010	0.2316	0.5689	0.1995
k141_348584	0.9716	0.0204	0.0080
k141_559198	0.5302	0.2251	0.2447
k141_279236	0.1654	0.1887	0.6459
k141_69015	0.9060	0.0658	0.0282
k141_348589	0.0708	0.8020	0.1271
k141_559199	0.7643	0.1587	0.0770
k141_348591	0.8192	0.1202	0.0606
k141_69019	0.9721	0.0206	0.0073
k141_279241	0.0536	0.0534	0.8929
k141_487841	0.9443	0.0373	0.0184
k141_69022	0.9322	0.0509	0.0168
k141_138052	0.7216	0.1778	0.1006
k141_279246	0.7286	0.1259	0.1455
k141_69024	0.9786	0.0155	0.0058
k141_348600	0.4350	0.2399	0.3250
k141_415866	0.9032	0.0683	0.0285
k141_559209	0.7975	0.1009	0.1016
k141_279247	0.9501	0.0340	0.0159
k141_69028	0.4829	0.4470	0.0701
k141_415867	0.5489	0.2575	0.1936
k141_279249	0.4075	0.3117	0.2808
k141_415868	0.8350	0.1116	0.0534
k141_348604	0.9687	0.0208	0.0106
k141_559211	0.8822	0.0997	0.0181
k141_415870	0.6688	0.1558	0.1753
k141_559213	0.6634	0.2151	0.1214
k141_415871	0.7844	0.1707	0.0450
k141_487842	0.8337	0.0950	0.0713
k141_415873	0.9716	0.0208	0.0076
k141_348613	0.6930	0.1830	0.1240
k141_279256	0.7816	0.1238	0.0946
k141_559219	0.8472	0.1202	0.0326
k141_69042	0.8077	0.1418	0.0505
k141_415874	0.7407	0.1411	0.1182
k141_487843	0.6897	0.1748	0.1355
k141_348617	0.1542	0.6743	0.1715
k141_69043	0.8681	0.0948	0.0371
k141_279259	0.9460	0.0373	0.0167
k141_415875	0.9433	0.0433	0.0134
k141_559220	0.6192	0.1455	0.2353
k141_487846	0.9664	0.0258	0.0078
k141_138053	0.9718	0.0199	0.0083
k141_415877	0.1734	0.5951	0.2315
k141_348618	0.9516	0.0360	0.0124
k141_69046	0.6639	0.2927	0.0433
k141_487848	0.8820	0.0885	0.0295
k141_138056	0.9156	0.0670	0.0174
k141_69047	0.6861	0.2235	0.0904
k141_559223	0.4878	0.3884	0.1238
k141_348620	0.7699	0.1076	0.1225
k141_279264	0.0099	0.0231	0.9670
k141_69048	0.2195	0.3609	0.4196
k141_487850	0.6048	0.2352	0.1599
k141_348621	0.6526	0.1755	0.1719
k141_487851	0.6627	0.1895	0.1478
k141_138061	0.7319	0.1954	0.0727
k141_279268	0.9025	0.0770	0.0205
k141_348622	0.3623	0.2847	0.3530
k141_279269	0.3777	0.3646	0.2577
k141_559231	0.3751	0.3568	0.2681
k141_138065	0.3808	0.1597	0.4596
k141_559233	0.9791	0.0148	0.0061
k141_279271	0.4853	0.4155	0.0992
k141_487857	0.8612	0.0964	0.0424
k141_487858	0.4420	0.3125	0.2456
k141_279272	0.9308	0.0500	0.0191
k141_138071	0.9127	0.0660	0.0213
k141_348631	0.9482	0.0379	0.0140
k141_559234	0.8597	0.0657	0.0745
k141_348632	0.2118	0.2909	0.4973
k141_69052	0.9598	0.0284	0.0118
k141_279274	0.9027	0.0736	0.0238
k141_138075	0.6844	0.1425	0.1731
k141_415889	0.9504	0.0346	0.0150
k141_559235	0.8502	0.1120	0.0378
k141_487859	0.6643	0.2449	0.0908
k141_69054	0.3124	0.3548	0.3328
k141_348634	0.7091	0.2595	0.0314
k141_559237	0.7802	0.1244	0.0954
k141_487861	0.2610	0.6072	0.1318
k141_138078	0.2375	0.6674	0.0950
k141_279276	0.4603	0.4718	0.0679
k141_487863	0.4379	0.2426	0.3195
k141_415894	0.8645	0.0878	0.0477
k141_559238	0.6896	0.1991	0.1113
k141_348638	0.9516	0.0364	0.0120
k141_415896	0.1940	0.5329	0.2731
k141_348640	0.3965	0.2432	0.3603
k141_487868	0.2622	0.1471	0.5907
k141_69060	0.9490	0.0355	0.0154
k141_487869	0.9348	0.0468	0.0184
k141_69062	0.5209	0.2460	0.2331
k141_559239	0.8536	0.1113	0.0351
k141_415903	0.5303	0.1514	0.3184
k141_69064	0.9589	0.0303	0.0107
k141_138091	0.9436	0.0422	0.0142
k141_487870	0.5349	0.3225	0.1426
k141_559240	0.8263	0.1200	0.0537
k141_348650	0.4358	0.3368	0.2274
k141_69067	0.1502	0.5410	0.3088
k141_487871	0.4227	0.3727	0.2046
k141_279282	0.7401	0.2151	0.0448
k141_415905	0.9411	0.0455	0.0134
k141_348653	0.8580	0.0940	0.0479
k141_69069	0.5691	0.2411	0.1898
k141_348655	0.6505	0.2203	0.1292
k141_559242	0.0084	0.0140	0.9776
k141_415907	0.8824	0.0804	0.0372
k141_138098	0.4776	0.4210	0.1015
k141_487877	0.8571	0.1077	0.0351
k141_559244	0.4415	0.4741	0.0844
k141_279283	0.9382	0.0446	0.0172
k141_138100	0.2723	0.4543	0.2734
k141_348658	0.8022	0.1290	0.0688
k141_348659	0.4370	0.4290	0.1340
k141_138103	0.8133	0.1396	0.0471
k141_69070	0.8672	0.1007	0.0321
k141_487879	0.2470	0.0704	0.6826
k141_415915	0.4627	0.4071	0.1303
k141_279289	0.6847	0.2200	0.0953
k141_559253	0.7038	0.1943	0.1019
k141_487881	0.9436	0.0422	0.0142
k141_69076	0.5446	0.1583	0.2972
k141_279290	0.0355	0.0581	0.9063
k141_415918	0.8640	0.0932	0.0428
k141_279292	0.7058	0.1656	0.1286
k141_138115	0.7602	0.1228	0.1170
k141_487883	0.9635	0.0260	0.0105
k141_415921	0.6218	0.3126	0.0656
k141_559262	0.7409	0.1693	0.0898
k141_279296	0.9408	0.0395	0.0197
k141_69085	0.8238	0.0837	0.0925
k141_348668	0.0507	0.0468	0.9025
k141_279298	0.4568	0.3824	0.1607
k141_138120	0.5809	0.2791	0.1400
k141_559263	0.4046	0.4089	0.1866
k141_138123	0.9221	0.0619	0.0160
k141_348674	0.9112	0.0633	0.0255
k141_138126	0.9186	0.0581	0.0233
k141_415922	0.7081	0.2248	0.0671
k141_348678	0.5808	0.3006	0.1186
k141_559272	0.6997	0.1323	0.1680
k141_138127	0.5377	0.3024	0.1598
k141_279309	0.0099	0.9855	0.0045
k141_415930	0.9509	0.0379	0.0112
k141_487885	0.9140	0.0658	0.0203
k141_559279	0.4402	0.2228	0.3370
k141_138132	0.7675	0.1493	0.0832
k141_69108	0.8993	0.0753	0.0253
k141_69109	0.9646	0.0278	0.0076
k141_559283	0.2751	0.2048	0.5202
k141_415935	0.1175	0.6953	0.1872
k141_279311	0.9713	0.0205	0.0082
k141_559285	0.4480	0.3371	0.2148
k141_69113	0.3449	0.4125	0.2426
k141_69114	0.8726	0.0985	0.0289
k141_487895	0.0865	0.8683	0.0452
k141_415939	0.3488	0.5370	0.1142
k141_559287	0.8389	0.1195	0.0416
k141_415940	0.9092	0.0711	0.0197
k141_279315	0.9617	0.0288	0.0095
k141_138137	0.1253	0.2299	0.6448
k141_559290	0.5354	0.1869	0.2778
k141_487900	0.2947	0.1706	0.5347
k141_415943	0.9514	0.0358	0.0129
k141_559291	0.5526	0.3274	0.1201
k141_415944	0.3007	0.2804	0.4189
k141_279320	0.9623	0.0285	0.0092
k141_138140	0.5560	0.3928	0.0512
k141_487903	0.8260	0.1029	0.0710
k141_138141	0.7502	0.1337	0.1161
k141_348687	0.9118	0.0759	0.0123
k141_138142	0.3470	0.3427	0.3103
k141_138143	0.5938	0.3005	0.1057
k141_279322	0.8366	0.1256	0.0377
k141_559294	0.9666	0.0244	0.0090
k141_415954	0.6530	0.2652	0.0818
k141_69119	0.7649	0.1558	0.0793
k141_348688	0.8499	0.0926	0.0575
k141_69120	0.5756	0.1822	0.2422
k141_279325	0.8920	0.0769	0.0311
k141_69121	0.3370	0.3319	0.3311
k141_138144	0.9479	0.0391	0.0130
k141_279326	0.7063	0.2594	0.0343
k141_487908	0.0021	0.9919	0.0060
k141_559298	0.7340	0.1826	0.0834
k141_348689	0.9569	0.0313	0.0117
k141_487909	0.1706	0.6674	0.1620
k141_348691	0.7634	0.1823	0.0543
k141_487916	0.7075	0.1511	0.1414
k141_69126	0.9646	0.0237	0.0118
k141_69127	0.2358	0.1797	0.5844
k141_348692	0.9314	0.0517	0.0169
k141_138160	0.6028	0.1967	0.2005
k141_279332	0.0269	0.0265	0.9466
k141_487920	0.0187	0.3889	0.5924
